JPMBB13C17		301410013	13	20150717	25375000	25375000	20150701		0.0474	20231201	0.000113					0.000005	0.047282					100231.25	0	100231.25											25375000	0	0	0	0	N											5532300	2183805	3348495	1219480	2.75	0.92	20141231								1286114	499808	786306	300694	2.61	0.89	20150101	20150331	20131010	39600000							YN		20131230	20131230	1				CMSA		2796171	2.29			648226	2.16	N						1374702.57						N		25375000	S2																				WF	S
JPMBB13C17		301410018	18	20150717	16000000	16000000	20150701		0.0482	20231101	0.000113					0.000005	0.048082					64266.67	0	64266.67											16000000	0	0	0	0	N											2698871	538289	2160582	781912	2.76	1	20141231								699075	136403	562672	192800	2.92	1	20150101	20150331	20130926	29000000							YN		20131230	20131230	1				CMSA	20140528	2006456	2.57			524141	2.72	N												N		16000000	H																				WF	S
JPMBB13C17		301410019	19	20150717	15000000	15000000	20150701		0.048475	20231101	0.000113					0.000005	0.048357					60593.75	0	60593.75											15000000	0	0	0	0	N											3319421	1757755	1561666	737224	2.12	0.95	20141231								868735	465425	403310	181781	2.22	0.97	20150101	20150331	20130822	22700000							YN		20131230	20131230	1				CMSA		1456666	1.98			377060	2.07	X						59313.93						N		15000000	S2																				WF	S
JPMBB13C17		301410020	20	20150717	14359886.31	14341432.88	20150701		0.0512	20240101	0.000113					0.000005	0.051082					61268.85	18453.43	79722.28											14341432.88	0	0	0	0	N											2462785	862726	1600059	937368	1.71	1	20141231								642853	219075	423778	234342	1.81	1	20150101	20150331	20131111	19940000							YN		20131230	20131230	1				CMSA		1581059	1.69			419028	1.79	N						34213.06						N		14650000	N																				WF	S
JPMBB13C17		301410021	21	20150717	13986286.41	13967801.53	20150705		0.0502	20231105	0.000513					0.000005	0.049682					58509.3	18484.88	76994.18											13967801.53	0	0	0	0	N											2563502	1166896	1396606	923930	1.51	0.96	20141231																20131010	19100000									20131230	20131230	1				CMSA		1325606	1.43					X					250.59	80483.63						N		14310000	S2																				WF	S
JPMBB13C17		301410024	24	20150717	12710608.88	12694051.75	20150701		0.051024	20231101	0.000113					0.000005	0.050906					54045.51	16557.13	70602.64											12694051.75	0	0	0	0	N											3212803	1758063	1454740	847231	1.72	0.83	20141231								791306	405204	386102	211807	1.82	0.78	20150101	20150331	20130924	18100000							YN		20131230	20131230	1				CMSA		1130941	1.33			305153	1.44	N					8.49	506900.62						N		13000000	H																				WF	S
JPMBB13C17		301410026	26	20150717	11551624.87	11536621.48	20150701		0.050875	20231201	0.000113					0.000005	0.050757					48974.08	15003.39	63977.47											11536621.48	0	0	0	0	N											3978461	2560729	1417732	767729	1.85	0.71	20141231								3963089	2599525.67	1363563.33	767729	1.78	0.73	20140401	20150331	20131001	19000000							TN		20131230	20131230	1				CMSA		1265838	1.65			1211669.33	1.58	X						249238.72						N		11800000	S1																				WF	S
JPMBB13C17		301410027	27	20150717	11341826.12	11325594.87	20150701		0.04563	20181101	0.000113					0.000005	0.045512					43127.29	16231.25	59358.54											11325594.87	0	0	0	0	N											2390304	1897928	492376	712302	0.69	0.91	20141231								833801	402834	430967	178075	2.42	0.91	20150101	20150331	20130619	15700000							YN		20131230	20131230	1				CMSA		340270	0.48			392941	2.21	N					10.09	320128.5	20140911					N		11629000	S2																				WF	S
JPMBB13C17		301410028	28	20150717	11248891.78	11233791.18	20150701		0.049	20231201	0.000113					0.000005	0.048882					45932.97	15100.6	61033.57											11233791.18	0	0	0	0	N											1260191	196054	1064137	732402	1.45	1	20141231								305764	47623	258141	183100	1.41	1	20150101	20150331	20130924	17080000							YN		20131230	20131230	1				CMSA		1005274	1.37			243426	1.33	N					38.01	113278.27						N		11500000	S1																				WF	S
JPMBB13C17		301410029	29	20150717	10966220.96	10952084.55	20150705		0.0513	20231205	0.000113					0.000005	0.051182					46880.59	14136.41	61017											10952084.55	0	0	0	0	N																									900824	644593	256231	183051	1.4	0.7	20150101	20150331	20131031	16500000							YN		20131230	20131230	1				CMSA						218679	1.19	N						764789.28						N		11200000	S2																				WF	S
JPMBB13C17		301410030	30	20150717	10254529.42	10240567.17	20150705		0.0485	20231105	0.000413					0.000005	0.048082					41445.39	13962.25	55407.64											10240567.17	0	0	0	0	N											2051009	977523	1073486	664892	1.61	0.93	20141231								537153	235616	301537	166223	1.81	0.93	20150101	20150331	20131009	14500000							YN		20131230	20131230	1				CMSA		1015486	1.53			287037	1.73	X					2.57	72476.84						N		10500000	S2																				WF	S
JPMBB13C17		301410031	31	20150717	9858079.67	9838883.39	20150701		0.04722	20200731	0.000113					0.000005	0.047102					38791.54	19196.28	57987.82											9838883.39	0	0	0	0	N											2119633	915169	1204464	695854	1.73	0.97	20141231								626792	213734	413058	173964	2.37	0.97	20150101	20150331	20130908	14040000						20181101	YN		20131230	20131230	1				CMSA		1017224	1.46			366248	2.11	N					66.25	325226.14						N		10200000	H																				WF	S
JPMBB13C17		301410033	33	20150717	9750000	9750000	20150701		0.052	20231201	0.000113					0.000005	0.051882					42250	0	42250											9750000	0	0	0	0	N											1491914	565530	926384	514041	1.8	0.94	20141231								391866	173048	218818	126750	1.73	0.95	20150101	20150331	20130822	13000000							YN		20131230	20131230	1				CMSA		887124	1.73			209003	1.65	N						62196.52	20141211					N		9750000	S2																				WF	S
JPMBB13C17		301410035	35	20150717	9252748.84	9240821.24	20150705		0.0513	20231205	0.000688					0.000005	0.050607					39555.5	11927.6	51483.1											9240821.24	0	0	0	0	N											1126912	254233	872679	617797	1.41	0.91	20141231																20131022	12800000									20131230	20131230	1				CMSA		781687	1.27					N						455881.95						N		9450000	N																				WF	S
JPMBB13C17		301410038	38	20150717	9000000	9000000	20150705		0.0496	20231205	0.000313					0.000005	0.049282					37200	0	37200											9000000	0	0	0	0	N											862923	197467	665456	452600	1.47	1	20141231																20131125	12200000									20131230	20131230	1				CMSA		655133	1.45					N					2.83	16348.64						N		9000000	S2																				WF	S
JPMBB13C17		301410039	39	20150717	8700000	8700000	20150701		0.0506	20231001	0.000113					0.000005	0.050482					36685	0	36685											8700000	0	0	0	0	N											1726075	653259	1072816	446334	2.4	0.9	20141231								470139	225316	244823	111583	2.19	0.9	20150101	20150331	20130910	14600000							YN		20131230	20131230	1				CMSA		1043816	2.34			237573	2.13	X						119070.27						N		8700000	S2																				WF	S
JPMBB13C17		301410042	42	20150717	8030523.85	8020263.1	20150705		0.0518	20231205	0.000488					0.000005	0.051307					34665.09	10260.75	44925.84											8020263.1	0	0	0	0	N											1285002	410489	874513	539110	1.62	0.92	20141231																20131022	11400000									20131230	20131230	1				CMSA		874513	1.62					N						194497.6						N		8200000	N																				WF	S
JPMBB13C17		301410045	45	20150717	7340966.02	7331368.13	20150705		0.0505	20231205	0.000713					0.000005	0.049782					30893.23	9597.89	40491.12											7331368.13	0	0	0	0	N											1189971	392320	797651	485893	1.64	0.86	20141231								277168	104884	172284	121473	1.42	0.99	20150101	20150331	20131104	10500000							YN		20131230	20131230	1				CMSA		727331	1.5			154704	1.27	N					0.12	223888.23						N		7500000	S2																				WF	S
JPMBB13C17		301410046	46	20150717	7027327.69	7017919.13	20150701		0.04974	20231001	0.000113					0.000005	0.049622					29128.27	9408.56	38536.83											7017919.13	0	0	0	0	N											2130824	1216901	913923	462442	1.98	0.53	20141231								583532	313444.96	270087.04	115610.5	2.34	0.65	20150101	20150331	20130701	12750000							YN		20131230	20131230	1				CMSA		825618	1.79			248010.79	2.15	X					3.41	137656.97						N		7200000	S2																				WF	S
JPMBB13C17		301410047	47	20150717	6951507.97	6942531	20150701		0.0512	20231201	0.000113					0.000005	0.051082					29659.77	8976.97	38636.74											6942531	0	0	0	0	N											1315971	563231	752740	463641	1.62	0.89	20141231								328730	118088	210642	115911	1.82	0.89	20150101	20150331	20130620	12100000							YN		20131230	20131230	1				CMSA		734848	1.58			206169	1.78	N						114529						N		7100000	S2																				WF	S
JPMBB13C17		301410048	48	20150717	6844142.17	6835566.68	20150701		0.0535	20231001	0.000113					0.000005	0.053382					30513.47	8575.49	39088.96											6835566.68	0	0	0	0	N											1244737	303363	941374	469067	2.01	1	20141231								353627	90720	262907	117266	2.24	1	20150101	20150331	20130409	10900000							YN		20131230	20131230	1				CMSA		910374	1.94			255157	2.18	N					4.52	54284.41						N		7000000	S2																				WF	S
JPMBB13C17		301410049	49	20150717	6727892	6718175.36	20150701		0.0451	20181101	0.000113					0.000005	0.044982					25285.66	9716.64	35002.3											6718175.36	0	0	0	0	N											1206943	659549	547394	420028	1.3	0.81	20141231																20130723	9600000									20131230	20131230	1				CMSA		510473	1.22					X					12.46	20013.65						N		6900000	SH																				WF	S
JPMBB13C17		301410050	50	20150717	5479616.93	5472699.7	20150701		0.0528	20231101	0.000113					0.000005	0.052682					24110.31	6917.23	31027.54											5472699.7	0	0	0	0	N											893789	296437	597352	372330	1.6	0.97	20141230																20130827	7200000									20131230	20131230	1				CMSA		572552	1.54					N					0.05	27849.32						N		5600000	S2																				WF	S
JPMBB13C17		301410051	51	20150717	5038412.69	5032007.16	20150701		0.0524	20231101	0.000113					0.000005	0.052282					22001.07	6405.53	28406.6											5032007.16	0	0	0	0	N											659352	238307	421045	340879	1.24	1	20140930								337013	107310	229703	170439	1.35	1	20141001	20150331	20130829	8300000							YN		20131230	20131230	1				CMSA		407703	1.2			223032	1.31	N						820						N		5150000	S2																				WF	S
JPMBB13C17		301410053	53	20150717	4702551.79	4696638.56	20150705		0.0527	20231205	0.000788					0.000005	0.051907					20652.04	5913.23	26565.27											4696638.56	0	0	0	0	N											679568	230344	449224	318783	1.41	1	20141231																20131007	6910000									20131230	20131230	1				CMSA		440824	1.38					N						12608.36						N		4800000	N																				WF	S
JPMBB13C17		301410055	55	20150717	4090316.74	4085303.8	20150701		0.0526	20231101	0.000113					0.000005	0.052482					17929.22	5012.94	22942.16											4085303.8	0	0	0	0	N											781859	318999	462860	252156	1.84	0.94	20141231								208033	77517	130516	68826	1.9	0.95	20150101	20150331	20130809	5700000							YN		20131230	20131230	1				CMSA		451983	1.79			127797	1.86	N						18315						N		4150000	N																				WF	S
JPMBB13C17		301410057	57	20150717	3626811.38	3622355.39	20150701		0.054	20231201	0.000113					0.000005	0.053882					16320.65	4455.99	20776.64											3622355.39	0	402.86	0	0	N											679170	236121	443049	249320	1.78	0.88	20141231								172791	55307.75	117483.25	62330	1.88	0.88	20150101	20150331	20131015	6150000							YN		20131230	20131230	1				CMSA		397524	1.59			106102	1.7	N					0.25	80232.63						N		3700000	S2																				WF	S
JPMBB13C17		301410060	60	20150717	3235246.55	3231300	20150701		0.0544	20231201	0.000113					0.000005	0.054282					14666.45	3946.55	18613											3231300	0	0	0	0	N											681018	248713	432305	223356	1.94	0.94	20141231								174958	61409.25	113548.75	55839	2.03	0.94	20150101	20150331	20131004	4500000							YN		20131230	20131230	1				CMSA		397905	1.78			104948.75	1.88	N						77658.29						N		3300000	S2																				WF	S
JPMBB13C17		301410062	62	20150717	2731162.98	2727296.69	20150701		0.0474	20230701	0.000113					0.000005	0.047282					10788.09	3866.29	14654.38											2727296.69	0	0	0	0	N											857679	560787	296892	175853	1.69	0.96	20141231								197765	135944	61821	43963	1.41	0.95	20150101	20150331	20130425	3780000							YN		20131230	20131230	1				CMSA		269892	1.53			55071	1.25	N					13.78	14026.32						N		2812500	S2																				WF	S
JPMBB13C17		301410063	63	20150717	2641432.56	2638198.66	20150701		0.0548	20231001	0.000113					0.000005	0.054682					12062.54	3233.9	15296.44											2638198.66	0	0	0	0	N											371019	131951	239068	183557	1.3	0.97	20141231																20130617	3600000									20131230	20131230	1				CMSA		207870	1.13					N						54597.27						N		2700000	S2																				WF	S
JPMBB13C17		301410064	64	20150717	2058958.97	2056456.31	20150701		0.0546	20231201	0.000113					0.000005	0.054482					9368.26	2502.66	11870.92											2056456.31	0	0	0	0	N											374888	92741	282147	142452	1.98	1	20141231								94487	20506	73981	35613	2.08	1	20150101	20150331	20130626	2800000							YN		20131230	20131230	1				CMSA		240979	1.69			63689	1.79	N					12.68	131670.73						N		2100000	S2																				WF	S
JPMBB13C17		883100149	58	20150717	3337281.35	3331436.06	20150706		0.055625	20230906	0.000113					0.000005	0.055507					15469.69	5845.29	21314.98											3331436.05	0	0	0	0	N											989885	585556	404329	255780	1.58	0.97	20141231								268118	157451	110667	63945	1.73	0.97	20150101	20150331	20130725	5300000							YN		20131230	20131230	1				CMSA		346729	1.36			96267	1.51	N						64326.15						N		3450000	S1																				WF	S
JPMBB13C17		883100154	37	20150717	3580197.86	3573977.97	20150706		0.0562	20230906	0.000113					0.000005	0.056082					16767.26	6219.89	22987.15											3573977.97	0	17688.16	0	0	N											1326127	905712	420415	275846	1.52	0.98	20141231																20130814	5800000									20131230	20131230	1				CMSA		348415	1.26					N						93972.12						N		3700000	S1																				WF	S
JPMBB13C17		883100155	36	20150717	5273534.65	5264372.92	20150706		0.0562	20230906	0.000113					0.000005	0.056082					24697.72	9161.73	33859.45											5264372.92	0	0	0	0	N											1762740	1173758	588982	406313	1.45	0.98	20141231								482946	246751	236195	101578	2.33	0.97	20150101	20150331	20130814	8300000							YN		20131230	20131230	1				CMSA		494582	1.22			212595	2.09	N						48181.18						N		5450000	S1																				WF	S
JPMBB13C17		883100157	25	20150717	11628121.6	11607877.46	20150706		0.0556	20231006	0.000113					0.000005	0.055482					53876.96	20244.14	74121.1											11607877.45	0	0	0	0	N											11075163	9491486	1583677	889453	1.78	0.54	20141228																20130816	21600000									20131230	20131230	1				CMSA		1122981	1.26					N						183348.33	20150511					N		12000000	S2																				WF	S
JPMBB13C17		883100162	15	20150717	24043583.35	24013585.77	20150706		0.0485	20181006	0.000513					0.000005	0.047982					97176.15	29997.58	127173.73											24013585.77	0	0	0	0	N											6138418	3504935	2633483	1185085	2.22	0.89	20141231								6322072	3583071	2739001	1185085	2.31	0.89	20140401	20150331	20130826	34350000							YN		20131230	20131230	1				CMSA		2433983	2.05			2539501	2.14	N						404002.68						N		24100000	S1																				WF	S
JPMBB13C17		883100163	59	20150717	3247973.62	3242406.88	20150706		0.0567	20231006	0.000113					0.000005	0.056582					15346.68	5566.74	20913.42											3242406.89	0	0	0	0	N											2118289	1444870	673419	250961	2.68	0.73	20141231								490596	379543	111053	62740	1.77	0.74	20150101	20150331	20130726	6500000							YN		20131230	20131230	1				CMSA		603118	2.4			93478	1.49	N						87632.69						N		3350000	S1																				WF	S
JPMBB13C17		883100164	6	20150717	46000000	46000000	20150706		0.04955	20231106	0.000113					0.000005	0.049432					189941.67	0	189941.67											46000000	0	0	0	0	N											7143176	2124030	5019146	2310957	2.17	0.98	20141231								1608343	496437	1111906	569825	1.95	0.99	20150101	20150331	20130924	64600000							YN		20131230	20131230	1				CMSA		4686178	2.03			1028665	1.81	N						1638866.83						N		46000000	S2																				WF	S
JPMBB13C17		883100165	61	20150717	2888045.59	2884147.5	20150706		0.049	20181106	0.000113					0.000005	0.048882					11792.85	3898.09	15690.94											2884147.5	0	0	0	0	N											577882	187519	390363	188291	2.07	0.89	20141231								144039	48896.84	95142.16	47072.75	2.02	0.92	20150101	20150331	20130730	4050000							YN		20131230	20131230	1				CMSA	20150501	382030	2.03			93058.91	1.98	N						0.9						N		2956500	S1																				WF	S
JPMBB13C17		883100166	52	20150717	5019533.69	5013361.1	20150706		0.049	20181106	0.000513					0.000005	0.048482					20496.43	6172.59	26669.02											5013361.1	0	0	0	0	N											1409740	818183	591557	249645	2.37	0.94	20141231								367476	199195	168281	61556	2.73	0.97	20150101	20150331	20130828	6870000							YN		20131230	20131230	1				CMSA		551557	2.21			158281	2.57	N						59408.4						N		5025000	S2																				WF	S
JPMBB13C17		883100167	43	20150717	7866433.39	7856759.93	20150706		0.049	20181106	0.000513					0.000005	0.048482					32121.27	9673.46	41794.73											7856759.94	0	0	0	0	N											2184254	1225249	959005	391234	2.45	0.92	20141231								573685	301640	272045	96469	2.82	0.97	20150101	20150331	20130828	10550000							YN		20131230	20131230	1				CMSA		871125	2.23			250075	2.59	N						135923.31						N		7875000	S1																				WF	S
JPMBB13C17		883100168	56	20150717	4060578	4055584.65	20150706		0.049	20181106	0.000513					0.000005	0.048482					16580.69	4993.35	21574.04											4055584.65	0	0	0	0	N											1213009	712944	500065	201951	2.48	0.99	20141231								321195	178191	143004	50487	2.83	0.94	20150101	20150331	20130828	5440000							YN		20131230	20131230	1				CMSA		464065	2.3			134004	2.65	N						56636.45						N		4065000	S1																				WF	S
JPMBB13C17		883100169	40	20150717	8383251.97	8372035.41	20150706		0.0495	20231106	0.000613					0.000005	0.048882					34580.91	11216.56	45797.47											8372035.41	0	0	0	0	N											1306256	548645	757611	549569	1.38	0.9	20141231																20130827	11630000									20131230	20131230	1				CMSA		731582	1.33					N						42942.05						N		8580000	S2																				WF	S
JPMBB13C17		883100170	34	20150717	9310270.73	9293802.9	20150706		0.05408	20231106	0.000113					0.000005	0.053962					41958.29	16467.83	58426.12											9293802.9	0	0	0	0	N											2190201	1053160	1137041	701113	1.62	0.66	20141231								580365	292666	287699	175278	1.64	0.66	20150101	20150331	20130717	15000000							YN		20131230	20131230	1				CMSA		941723	1.34			238870	1.36	N						157673.02						N		9600000	S1																				WF	S
JPMBB13C17		883100171	17	20150717	18119032.81	18069690.7	20150706		0.05121	20231106	0.000113					0.000005	0.051092					77322.97	49342.11	126665.08											18069690.7	0	0	0	0	N											3214831	1068984	2145847	1519980	1.41	0.98	20141231								712695	220642	492053	379995	1.29	0.98	20150101	20150331	20130614	28500000							YN		20131230	20131230	1				CMSA		1899990	1.25			430590	1.13	N						220872.29						N		19000000	S1																				WF	S
JPMBB13C17		883100172	5	20150717	47244417.53	47185493.54	20150706		0.049655	20231206	0.000113					0.000005	0.049537					195493.46	58923.99	254417.45											47185493.54	0	0	0	0	N											12773272	6298761	6474511	2395398	2.7	0.85	20141231								2384385	1345287	1039098	763252	1.36	0.66	20150101	20150331	20131023	73200000							YN		20131230	20131230	1				CMSA		6016407	2.51			924572	1.21	N						375559.32						N		47580000	S1																				WF	S
JPMBB13C17		883100173	23	20150717	13316901.5	13300568.52	20150706		0.05442	20231106	0.000113					0.000005	0.054302					60392.15	16332.98	76725.13											13300568.52	0	0	0	0	N											2894631	1467952	1426679	920702	1.55	0.96	20141231								779707	328735	450972	230175	1.96	0.96	20150101	20150331	20131030	23200000							YN		20131230	20131230	1				CMSA		1335204	1.45			428104	1.86	N						429148.1						N		13600000	S1																				WF	S
JPMBB13C17		883100180	16	20150717	21000000	21000000	20150706		0.04836	20231206	0.000113					0.000005	0.048242					84630	0	84630											21000000	0	0	0	0	N											3417828	1570323	1847505	1029665	1.79	0.8	20141231								898562	376046	522516	253890	2.06	0.88	20150101	20150331	20130916	30000000							YN		20131230	20131230	1				CMSA		1611729	1.57			463574	1.83	X						112992.05						N		21000000	S2																				WF	S
JPMBB13C17		883100181	14	20150717	24600000	24600000	20150706		0.04825	20231206	0.000613					0.000005	0.047632					98912.5	0	98912.5											24600000	0	0	0	0	N											4183461	1458574	2724887	1203435	2.26	0.85	20141231																20131021	40500000									20131230	20131230	1				CMSA		2591398	2.15					X						373407.92						N		24600000	S2																				WF	S
JPMBB13C17		883100182	22	20150717	13509498.83	13491950.98	20150706		0.05087	20231206	0.000113					0.000005	0.050752					57269.02	17547.85	74816.87											13491950.98	0	0	0	0	N											3106318	1601454	1504864	897802	1.68	0.94	20141231								806174	446151	360023	224450	1.6	0.94	20150101	20150331	20131008	18500000							YN		20131230	20131230	1				CMSA		1228366	1.37			290900	1.3	N						434987.44						N		13800000	S2																				WF	S
JPMBB13C17		883100183	54	20150717	4211479.86	4206117.84	20150706		0.052	20231206	0.000113					0.000005	0.051882					18249.75	5362.02	23611.77											4206117.84	0	0	0	0	N											1013479	321427	692052	283341	2.44	0.85	20141231								259207	74183	185024	70836	2.61	0.85	20150101	20150331	20131009	7700000							YN		20131230	20131230	1				CMSA		685781	2.42			183457	2.59	N						9934.44						N		4300000	S1																				WF	S
JPMBB13C17		883100184	41	20150717	8325000	8325000	20150706		0.0519	20231206	0.000113					0.000005	0.051782					36005.62	0	36005.62											8325000	0	0	0	0	N											1013455	249262	764193	438068	1.74	0.88	20141231																	11100000									20131230	20131230	3				CMSA		744793	1.7					N						30751.19						N		8325000	S1																				WF	S
JPMBB13C17		883100186	32	20150717	9699133.26	9686943.59	20150706		0.05273	20231206	0.000113					0.000005	0.052612					42619.61	12189.67	54809.28											9686943.6	0	0	0	0	N											1602897	605834	997063	657711	1.52	0.93	20141231								366794	129445	237349	164428	1.44	0.91	20150101	20150331	20131025	13200000							YN		20131230	20131230	1				CMSA		876905	1.33			207311	1.26	N						569582.36						N		9900000	S1																				WF	S
JPMBB13C17		883100187	44	20150717	7361571.25	7341588.92	20150706		0.05086	20231206	0.000113					0.000005	0.050742					31200.79	19982.33	51183.12											7341588.92	0	0	0	0	N											1011331	244551	766780	614197	1.25	1	20141231																20131010	11850000							YN		20131230	20131230	1				CMSA	20150224	724786	1.18					N						52919.25						N		7700000	S2																				WF	S
