JPMBB13C17,,301410001,1,20140218,120000000,119852647.9,20140201,,0.04366,20240101,0.000113,,,,,0.000005,0.043542,,,,,451153.33,147352.14,598505.47,,,,,,,,,,,119852647.9,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131115,366000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,,,,,,,N,,220000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410002,2,20140218,93900000,93900000,20140201,,0.049127,20231101,0.000213,,,,,0.000005,0.048909,,,,,397232.73,0,397232.73,,,,,,,,,,,93900000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125500000,,,,,,,,,20131230,20131230,7,,,,CMSA,,,,,,,,X,,,,,,609226.62,,,,,,N,,93900000,H,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301171001,3,20140218,90000000,90000000,20140201,,0.0483334,20231101,0.000113,,,,,0.000005,0.0482154,,,,,374583.85,0,374583.85,,,,,,,,,,,90000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130910,365000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,,,,,,,N,,225000000,H,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410004,4,20140218,73125000,73125000,20140201,,0.0487,20231201,0.000113,,,,,0.000005,0.048582,,,,,306657.81,0,306657.81,,,,,,,,,,,73125000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131015,123000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,1449803.11,,,,,,N,,73125000,H,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100172,5,20140218,47580000,47580000,20140206,,0.049655,20231206,0.000113,,,,,0.000005,0.049537,,,,,203444.81,0,203444.81,,,,,,,,,,,47580000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131023,73200000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,1648700.22,,,,,,N,,47580000,S1,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100164,6,20140218,46000000,46000000,20140206,,0.04955,20231106,0.000113,,,,,0.000005,0.049432,,,,,196273.06,0,196273.06,,,,,,,,,,,46000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130924,64600000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,1558131.24,,,,,,N,,46000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410007,7,20140218,31000000,31000000,20140201,,0.0492,20231101,0.000413,,,,,0.000005,0.048782,,,,,131336.67,0,131336.67,,,,,,,,,,,31000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130918,51000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,5006233.3,,,,,,N,,31000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410008,8,20140218,30000000,30000000,20140201,,0.049875,20231201,0.000313,,,,,0.000005,0.049557,,,,,128843.75,0,128843.75,,,,,,,,,,,30000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131009,39000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,5542089.24,,,,,,N,,30000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410009,9,20140218,29930024.56,29896849.08,20140201,,0.048675,20231101,0.000113,,,,,0.000005,0.048557,,,,,125450.45,33175.48,158625.93,,,,,,,,,,,29896849.08,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130918,43000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,532545.57,,,,,,N,,30000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410013,13,20140218,25375000,25375000,20140201,,0.0474,20231201,0.000113,,,,,0.000005,0.047282,,,,,103572.29,0,103572.29,,,,,,,,,,,25375000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131010,39600000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,1453070.66,,,,,,N,,25375000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100181,14,20140218,24600000,24600000,20140206,,0.04825,20231206,0.000613,,,,,0.000005,0.047632,,,,,102209.58,0,102209.58,,,,,,,,,,,24600000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131021,40500000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,469865.36,,,,,,N,,24600000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100162,15,20140218,24100000,24100000,20140206,,0.0485,20181006,0.000513,,,,,0.000005,0.047982,,,,,100650.97,0,100650.97,,,,,,,,,,,24100000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130826,34350000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,1085254.06,,,,,,N,,24100000,S1,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100180,16,20140218,21000000,21000000,20140206,,0.04836,20231206,0.000113,,,,,0.000005,0.048242,,,,,87451,0,87451,,,,,,,,,,,21000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130916,30000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,1023004.71,,,,,,N,,21000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100171,17,20140218,18911336.58,18868065.77,20140206,,0.05121,20231106,0.000113,,,,,0.000005,0.051092,,,,,83394.27,43270.81,126665.08,,,,,,,,,,,18868065.77,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130614,28500000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,35886.48,,,,,,N,,19000000,S1,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410018,18,20140218,16000000,16000000,20140201,,0.0482,20231101,0.000113,,,,,0.000005,0.048082,,,,,66408.89,0,66408.89,,,,,,,,,,,16000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130926,29000000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,,,,,,,N,,16000000,H,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410019,19,20140218,15000000,15000000,20140201,,0.048475,20231101,0.000113,,,,,0.000005,0.048357,,,,,62613.54,0,62613.54,,,,,,,,,,,15000000,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130822,22700000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,326454.45,,,,,,N,,15000000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410020,20,20140218,14650000,14634867.94,20140201,,0.0512,20240101,0.000113,,,,,0.000005,0.051082,,,,,64590.22,15132.06,79722.28,,,,,,,,,,,14634867.94,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131111,19940000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,7154.67,,,,,,N,,14650000,N,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,301410021,21,20140218,14277660.04,14262385.01,20140205,,0.0502,20231105,0.000513,,,,,0.000005,0.049682,,,,,61719.15,15275.03,76994.18,,,,,,,,,,,14262385.01,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131010,19100000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,X,,,,,,11658.08,,,,,,N,,14310000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100182,22,20140218,13785633.65,13771204.37,20140206,,0.05087,20231206,0.000113,,,,,0.000005,0.050752,,,,,60387.59,14429.28,74816.87,,,,,,,,,,,13771204.37,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131008,18500000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,285786.16,,,,,,N,,13800000,S2,,,,,,,,,,,,,,,,,,,,WF,S
JPMBB13C17,,883100173,23,20140218,13571887.08,13558762.07,20140206,,0.05442,20231106,0.000113,,,,,0.000005,0.054302,,,,,63600.12,13125.01,76725.13,,,,,,,,,,,13558762.07,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131030,23200000,,,,,,,,,20131230,20131230,1,,,,CMSA,,,,,,,,N,,,,,,373571.57,,,,,,N,,13600000,S1,,,,,,,,,,,,,,,,,,,,WF,S
