JPMBB13C17,,301410001,1,20161216,114375824.17,114193456.07,20161201,,0.043660,20240101,0.000113,,,,,0.000005,0.043542,,,,,416137.37,182368.10,598505.47,,0,,,,,,0,,0,114193456.07,0,0,0,0,N,,,,,,,,,,,32881212,11354670,21526542,13167120,1.6348,0.93,20151231,32883064,11451799,21431265,13167121,1.6276,0.98,20141231,24727330,8327005,16400325,9875340,1.6607,0.93,20160101,20160930,20131115,366000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,20626840,1.5665,20531563,1.5593,15725549,1.5924,X,,,,,0,,,0,0,0,,N,,220000000,S2,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410002,2,20161216,92570474.47,92450372.79,20161201,,0.049127,20231101,0.000213,,,,,0.000005,0.048909,,,,,378975.81,120101.68,499077.49,,0,,,,,,0,,0,92450372.79,0,0,0,0,N,,,,,,,,,,,11988589,2178753,9809836,4893600,2.0046,1,20151231,11708936,2077209,9631727,4677091,2.0593,1,20141231,3042461,474002,2568459,1497233,1.7154,1,20160101,20160331,,125500000,,,,,,,YN,,20131230,20131230,7,,,,CREFC,,8843428,1.8071,8665319,1.8527,2326861,1.5541,X,,,,,727.15,439090.41,,0,0,0,,N,,93900000,H,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301171001,3,20161216,88705109.30,88588380.04,20161201,,0.04833340,20231101,0.000113,,,,,0.000005,0.04821540,,,,,357284.96,116729.26,474014.22,,0,,,,,,0,,0,88588380.04,0,0,0,0,N,,,,,,,,,,,23030082,8148531,14881551,11553417,1.2880,0.93,20151231,21761731,7957924.80,13803806.20,11026056.49,1.2519,0.97,20141231,17516909,5883139,11633770,10665320,1.0908,0.95,20160101,20160930,20130910,365000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,14819551,1.2826,13741806.20,1.2463,11587270,1.0864,X,,,,,0,,,0,0,0,,N,,225000000,H,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMC13C16,,,,,,
JPMBB13C17,,301410004,4,20161216,72174821.75,72080969.61,20161201,,0.0487,20231201,0.000113,,,,,0.000005,0.048582,,,,,292909.48,93852.14,386761.62,,0,,,,,,0,,0,72080969.61,0,0,0,0,N,,,,,,,,,,,14392983,5780830,8612153,3610648,2.3852,0.96,20151231,14621821,5699510,8922311,3610648,2.4711,0.86,20141231,7294093,2838127,4455966,2320570,1.9202,0.96,20160101,20160630,20131015,123000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,7062227,1.9559,7372385,2.0418,3681003,1.5862,N,,,,,0,1143698.24,,0,0,0,,N,,73125000,H,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,883100172,5,20161216,46268799.94,46205838.93,20161206,,0.049655,20231206,0.000113,,,,,0.000005,0.049537,,,,,191456.44,62961.01,254417.45,,0,,,,,,0,,0,46205838.93,0,0,0,0,N,,,,,,,,,,,13056582,6545807,6510775,3053009,2.1325,0.81,20151231,12773272,6200117,6573155,2395398,2.7440,0.85,20141231,11146617,5218056,5928561,2289756,2.5891,0.85,20160101,20160930,20131023,73200000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,6052671,1.9825,6115051,2.5528,5584983,2.4391,N,,,,,0,491225.21,,0,0,0,,N,,47580000,S1,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,883100164,6,20161216,46000000,45944267.27,20161206,,0.049550,20231106,0.000113,,,,,0.000005,0.049432,,,,,189941.67,55732.73,245674.40,,0,,,,,,0,,0,45944267.27,0,0,0,0,N,,,,,,,,,,,7488811,2165060,5323751,2310957,2.3036,0.99,20151231,7143176,2124030,5019146,2310957,2.1718,0.98,20141231,5542490,1735156,3807334,1741132,2.1867,1,20160101,20160930,20130924,64600000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,4990783,2.1596,4686178,2.0278,3557609,2.0432,N,,,,,0,46650.33,,0,0,0,,N,,46000000,S2,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410007,7,20161216,31000000,30962197.66,20161201,,0.0492,20231101,0.000413,,,,,0.000005,0.048782,,,,,127100,37802.34,164902.34,,0,,,,,,0,,0,30962197.66,0,0,0,0,N,,,,,,,,,,,3686014,934238,2751776,1546383,1.7794,0.83,20151231,3251572,803278,2448294,1546383,1.5832,1,20141231,1823350,425628,1397722,775310,1.8027,0.99,20160101,20160630,20130918,51000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,2614470,1.6907,2310988,1.4944,1329070,1.7142,X,,,,,117.17,26481.23,,0,0,0,,N,,31000000,S1,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410008,8,20161216,30000000,30000000,20161201,,0.049875,20231201,0.000313,,,,,0.000005,0.049557,,,,,124687.50,0,124687.50,,0,,,,,,0,,0,30000000,0,0,0,0,N,,,,,,,,,,,5409637,2686564,2723073,1517031,1.7950,0.89,20151231,4868845,2067137,2801708,1517031,1.8468,0.89,20141231,3688641,1887361,1801280,1138813,1.5817,0.92,20160101,20160930,20131009,39000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,2447070,1.6130,2525705,1.6649,1594279,1.3999,X,,,,,2106.21,1917824.83,,0,0,0,,N,,30000000,S2,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410009,9,20161216,28638857.94,28596398.38,20161201,,0.048675,20231101,0.000113,,,,,0.000005,0.048557,,,,,116166.37,42459.56,158625.93,,0,,,,,,0,,0,28596398.38,0,0,0,0,N,,,,,,,,,,,4215205,2201959,2013246,1903511,1.0576,0.77,20151231,4995104,2540764,2454340,1903511,1.2893,0.83,20141231,2810291,1458605,1351686,951755,1.4202,0.80,20160101,20160630,20130918,43000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,20150410,1723272,0.9053,2164366,1.1370,1206698,1.2678,X,,,,,169.36,1164893.47,,0,0,0,,N,,30000000,S1,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410013,13,20161216,25375000,25375000,20161201,,0.0474,20231201,0.000113,,,,,0.000005,0.047282,,,,,100231.25,0,100231.25,,0,,,,,,0,,0,25375000,0,0,0,0,N,,,,,,,,,,,5202385,2444507,2757878,1219480,2.2615,0.85,20151231,5532300,2183805,3348495,1219480,2.7458,0.92,20141231,3285274,1404764,1880510,918786,2.0467,0.78,20160101,20160930,20131010,39600000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,2205554,1.8086,2796171,2.2929,1466268,1.5958,N,,,,,0,1604428.25,,0,0,0,,N,,25375000,SH,,,,,,,,,,,0,,,,0,,,,,WF,S,20161115,20161212,N,,,,,,,0,JPMBB13C17,,,,,,
