JPMBB13C17,,301410001,1,20170717,113113066,112926103.57,20170701,,0.043660,20240101,0.000113,,,,,0.000005,0.043542,,,,,411543.04,186962.43,598505.47,,0,,,,,,0,,0,112926103.57,0,0,0,0,N,,,,,,,,,,,34335056,11571783,22763273,13167120,1.7287,0.95,20161231,32881212,11354670,21526542,13167120,1.6348,0.93,20151231,8739198,2948443,5790755,3291780,1.7591,0.94,20170101,20170331,20131115,366000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,21863571,1.6604,20626840,1.5665,5565830,1.6908,X,,,,,0,,,0,0,0,,N,,220000000,S2,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410002,2,20170717,91744773.05,91621291.02,20170701,,0.049127,20231101,0.000213,,,,,0.000005,0.048909,,,,,375595.46,123482.03,499077.49,,0,,,,,,0,,0,91621291.02,0,0,0,0,N,,,,,,,,,,,12141824,1963547,10178277,5988930,1.6995,1,20161231,11988589,2178753,9809836,4893600,2.0046,1,20151231,2996864,519299,2477565,1497235,1.6547,1,20170101,20170331,,125500000,,,,,,,YN,,20131230,20131230,7,,,,CREFC,,9211869,1.5381,8843428,1.8071,2235967,1.4933,X,,,,,727.15,510877.53,,0,0,0,,N,,93900000,H,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301171001,3,20170717,87902011.44,87782047.48,20170701,,0.04833340,20231101,0.000113,,,,,0.000005,0.04821540,,,,,354050.26,119963.96,474014.22,,0,,,,,,0,,0,87782047.48,0,0,0,0,N,,,,,,,,,,,23100956,8232921,14868035,14220427,1.0455,0.95,20161231,23030082,8148531,14881551,11553417,1.2880,0.93,20151231,5446380,1746158,3700222,3555106,1.0408,0.92,20170101,20170331,20130910,365000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,14806035,1.0411,14819551,1.2826,3684722,1.0364,X,,,,,0,,20170213,0,0,0,,N,,225000000,H,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMC13C16,,,,,,
JPMBB13C17,,301410004,4,20170717,71529438.62,71432967.31,20170701,,0.0487,20231201,0.000113,,,,,0.000005,0.048582,,,,,290290.31,96471.31,386761.62,,0,,,,,,0,,0,71432967.31,0,0,0,0,N,,,,,,,,,,,14732991,5783379,8949612,4641139,1.9283,0.98,20161231,14392983,5780830,8612153,3610648,2.3852,0.96,20151231,4057319,1374826,2682493,1160285,2.3119,0.97,20170101,20170331,20131015,123000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,7399686,1.5943,7062227,1.9559,2295012,1.9779,N,,,,,0,1698386.44,,0,0,0,,N,,73125000,H,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,883100172,5,20170717,45835397.67,45770643.28,20170706,,0.049655,20231206,0.000113,,,,,0.000005,0.049537,,,,,189663.06,64754.39,254417.45,,0,,,,,,0,,0,45770643.28,0,0,0,0,N,,,,,,,,,,,13790441,6933965,6856476,3053009,2.2458,0.82,20161231,13056582,6545807,6510775,3053009,2.1325,0.81,20151231,2982383,1662585,1319798,763252,1.7291,0.78,20170101,20170331,20131023,73200000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,6398372,2.0957,6052671,1.9825,1205272,1.5791,N,,,,,0,751386.85,,0,0,0,,N,,47580000,S1,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,883100164,6,20170717,45617743.38,45560432.25,20170706,,0.049550,20231106,0.000113,,,,,0.000005,0.049432,,,,,188363.27,57311.13,245674.40,,0,,,,,,0,,0,45560432.25,0,0,0,0,N,,,,,,,,,,,7736939,2356535,5380404,2373022,2.2673,1,20161231,7488811,2165060,5323751,2310957,2.3036,0.99,20151231,1929225,556006,1373219,737023,1.8631,1,20170101,20170331,20130924,64600000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,5047436,2.1270,4990783,2.1596,1289978,1.7502,N,,,,,0,27846.13,,0,0,0,,N,,46000000,S2,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410007,7,20170717,30740629.75,30701763.99,20170701,,0.0492,20231101,0.000413,,,,,0.000005,0.048782,,,,,126036.58,38865.76,164902.34,,0,,,,,,0,,0,30701763.99,0,0,0,0,N,,,,,,,,,,,3710260,845419,2864841,1588422,1.8035,1,20161231,3686014,934238,2751776,1546383,1.7794,0.83,20151231,,,,,,,,,20130918,51000000,,,,,,,,,20131230,20131230,1,,,,CREFC,,2727535,1.7171,2614470,1.6907,,,X,,,,,117.17,15133.57,,0,0,0,,N,,31000000,S1,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410008,8,20170717,29789329.02,29752323.54,20170701,,0.049875,20231201,0.000313,,,,,0.000005,0.049557,,,,,123811.90,37005.48,160817.38,,0,,,,,,0,,0,29752323.54,0,0,0,0,N,,,,,,,,,,,4752140,2320912,2431228,1521188,1.5982,0.89,20161231,5409637,2686564,2723073,1517031,1.7950,0.89,20151231,,,,,,,,,20131009,39000000,,,,,,,,,20131230,20131230,1,,,,CREFC,,2155225,1.4168,2447070,1.6130,,,X,,,,,2106.21,1959885.18,,0,0,0,,N,,30000000,S2,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410009,9,20170717,28345781.67,28302133.32,20170701,,0.048675,20231101,0.000113,,,,,0.000005,0.048557,,,,,114977.58,43648.35,158625.93,,0,,,,,,0,,0,28302133.32,0,0,0,0,N,,,,,,,,,,,,,,,,,,4215205,2182822,2032383,1903511,1.0677,0.77,20151231,1327773,684723,643050,475877,1.3512,0.75,20170101,20170331,20130918,43000000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,20150410,,,1742409,0.9153,570556,1.1989,X,,,,,574.48,1165100.33,,0,0,0,,N,,30000000,S1,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
JPMBB13C17,,301410013,13,20170717,25375000,25375000,20170701,,0.0474,20231201,0.000113,,,,,0.000005,0.047282,,,,,100231.25,0,100231.25,,0,,,,,,0,,0,25375000,0,0,0,0,N,,,,,,,,,,,4555870,1897065,2658805,1222821,2.1743,0.82,20161231,5202385,2444507,2757878,1219480,2.2615,0.85,20151231,1387508,499167,888341,300694,2.9543,0.86,20170101,20170331,20131010,39600000,,,,,,,YN,,20131230,20131230,1,,,,CREFC,,2106481,1.7226,2205554,1.8086,750260,2.4950,N,,,,,0,465919.25,,0,0,0,,N,,25375000,SH,,,,,,,,,,,0,,,,0,,,,,WF,S,20170613,20170711,N,,,,,,,0,JPMBB13C17,,,,,,
